facility_id,postal_code
018a932e-f20c-71d8-b3d0-3a392d3a2d1e,7560
018a932f-01f7-701b-804a-2428ddeb0a1b,7620
018a932f-03a9-7198-9324-2e9c1dc6ce81,7500
018a932f-0435-722d-9e91-e70f2f5be34c,6835
018a932f-04cb-72bc-8116-bb2000f82bfd,8190
018a932f-0510-730c-880c-e84ed964ce04,8160
018a932f-055d-7355-8ced-dce7e2dd056b,7600
018a932f-05aa-73a4-84da-5303cca78301,6850
018a932f-063f-7435-9158-64b685f9f086,7140
018a932f-0687-747b-8382-6b17b28df116,7130
018a932f-0755-754f-ba57-3c2b1c8a4ddc,0699
018a932f-0b96-7939-841e-920dd6588567,0699
018a932f-0bda-7982-a144-a2323b2dbea6,7380
018a932f-0c6b-7a12-8150-bfc4e8fbe302,7975
018a932f-0cb0-7a58-aeb8-e0de91ae896f,8301
018a932f-0cf3-7aa0-9882-2f98aec4254a,9460
018a932f-0e12-7bbe-bd52-8d8dd2f4e91f,0699
018a932f-0e55-7c04-96e6-0150ed732bf7,0699
018a932f-0ee8-7c9c-bbf4-c0681c7ab717,7460
018a932f-0f96-7d2c-9acf-807f565ab428,7441
018a932f-101e-7d72-823f-e3ab4d53455b,8000
018a932f-106c-7db8-9eaa-4b3aceef01e3,8000
018a932f-10ca-7dfe-bc5b-3b5274ef462a,8000
018a932f-1167-7e8c-bf8e-bd3260beca8c,0699
018a932f-121b-7f22-bb17-b7ac0e2ec4ef,7824
018a932f-14b6-7139-a2c4-192cac45c784,6001
018a932f-1545-71ce-8a56-b88e1feea6be,8301
018a932f-158f-7214-86ce-f4f27d9cdd92,0699
018a932f-0855-763e-b75a-52639a779cd6,7160
018a932f-08a4-7687-81fd-d9f7a7373dbd,7130
018a932f-08ed-76cf-9641-198e9d6b9597,7310
018a932f-0938-771e-a198-a6b4fbc5a3d8,6740
018a932f-0983-776e-ac1b-b9e12400291f,8240
018a932e-f84f-7759-857c-fd504c94e94c,7785
018a932f-0a2c-780d-a620-255e0d682795,7320
018a932f-0a78-785c-9a93-92fcfb1e4c36,6850
018a932f-0b50-78f3-9c97-5d7abdf2bfbc,7446
018a932f-0c25-79ca-ba9c-497549b71581,7708
018a932f-0d3d-7ae8-9b64-e8015481c724,3630
018a932f-0d87-7b30-809f-100d88e1ad87,6625
018a932f-0dcc-7b78-b21a-6cbcd7a04b2e,7824
018a9333-9442-7169-b7e8-c01025bf95e6,6045
018a932f-0f2f-7ce4-b991-ebc2c30bd8e3,7945
018a932f-111b-7e46-8044-d7f9da338a31,7380
018a932f-12f8-7fc2-a294-0f5706dc665f,6059
018a932f-1341-700b-b949-4d1589fd239e,1459
018a932f-1389-7054-b26f-8a9254ee8c7c,6070
018a932f-13ed-70a4-809f-545e9dae7b90,1501
018a932f-1460-70f3-b726-ee694ddcf35a,6600
018a932f-14fd-7188-840f-7975ffc1040c,6170
018a932f-31f9-7c09-b518-916164da6797,7000
018a932f-15d6-725a-b656-0ea670d4d95c,0699
018a932f-16fe-7382-9540-a6f5e0c6e46c,0699
018a932f-1790-7410-ae35-1bdd44dafedb,0699
018a932f-17d9-7456-801f-baa504131ed0,6001
018a932f-1881-74eb-845d-08134e5b1b24,0699
018a932f-1c03-7832-8005-52b85026407c,0699
018a932f-1cad-78c2-b91d-276a82a3a8bc,5201
018a932f-1d07-7908-a793-84c8fd337e73,0699
018a932f-1e7a-7a7b-92c9-aa1fa49cb71c,0699
018a932f-1ec6-7ac1-8771-59b179836769,0699
018a932f-1fb4-7ba4-99a6-494b0ad351d3,7708
018a932f-1ffa-7bea-a91f-c0654b4cbbfa,0699
018a9337-3a73-71d2-a867-b6efa2e5935d,6546
018a932f-16b9-733c-9c3f-67f261303a31,6300
018a932f-1744-73ca-a7a8-d7d39a5a9681,6000
018a932f-18ca-753c-bd56-29c4d69c127a,6229
018a932f-1913-758b-aef9-0fedf83accb6,6140
018a932f-19b7-762a-9bfd-ae74042e8439,5320
018a932f-1a01-7672-87da-eda3547fbd0e,5200
018a932f-1a4c-76ba-af77-65da52d04799,5880
018a932f-1acc-7702-a559-8c07a432624c,5601
018a932f-1b1c-774a-82ca-d006e9a04f58,5850
018a932f-1b64-779c-a368-151014bd31e1,1050
018a932f-1bae-77ec-a503-91574306519d,9795
018a932f-1c63-787c-b6e9-b91cda9a8f89,6220
018a932f-1d9d-799d-a8e4-f1dab48c9463,7530
018a932f-1de4-79ed-9abc-0c2d5df1b74d,6330
018a932f-1e2e-7a35-8917-394e0288a773,5217
018a932f-1f5f-7b5e-955a-f2edac3c6c96,0699
018a932f-204f-7c32-bbc9-1f21957fd6d6,7130
018a932f-20ec-7cd2-bccc-7cf86abe4500,1559
018a932f-2136-7d1a-81ae-62912ee808f0,7380
018a932f-2180-7d64-a139-bf9cf1d5d9b3,6740
018a932f-21c9-7dae-89b7-7e24b5ce1670,7280
018a932f-2218-7dfa-8f90-e30a70ed0160,10020
018a932f-22a1-7e43-87e6-1a069561daf9,4066
018a932f-241b-7f7c-8d0f-0866eedaa7c4,7945
018a932f-24c3-7fcf-acdc-e3d31b5e5702,00000
018a932f-25dd-70f6-a601-90e4488bedbb,2302
018a932f-27ea-7304-9afd-e766d416d719,1120
018a932f-288d-7395-ad05-82f59f766f32,7230
018a932f-2add-7594-bdb8-be5005964923,0699
018a932f-2d8d-77f5-bfb0-ddc4e9b032d1,6045
018a932f-2ddd-783d-866f-afc4cc3c3e55,6546
018a932f-2edb-7924-b96b-5b66f4c369c0,6045
018a932f-2f75-79b1-a2cd-10ff042e387a,0699
018a932f-3078-7a89-ab02-4f7c94f3ccab,0699
018a932f-246d-7fcb-ab1b-0d41d7eebc05,6625
018a932f-254e-7067-ae0a-a094fd93e249,4066
018a932f-2597-70b0-8f30-16106e2ee136,5100
018a932f-2628-7144-9bee-2ad09c846463,1150
018a932f-2707-722a-bb50-9dbeaa0446bf,2952
018a932f-2754-7278-9eda-52d587c2458d,2952
018a932f-279e-72be-bd51-3bd4c9a750e3,1120
018a932f-283a-734d-99ef-3b93ab2c3228,5100
018a932f-28e1-73dc-976a-40087e97cc97,0046
018a932f-2926-7423-89e0-28327f5b6bc5,0046
018a932f-297a-746a-b3e6-ab3e05a44b62,0046
018a932f-29c3-74b9-b20c-06289e80cd8b,5100
018a932f-2a90-754e-b3d7-53de293a6a11,5100
018a932f-2b2b-75dd-ba5f-da333430523e,0832
018a932f-2b7d-762d-be91-6404ce49a844,2191
018a932f-2bca-7675-b272-2653f04d5ec8,0742
018a932f-2d35-77ad-9bfc-c58371d4fcea,6045
018a932f-2e33-788d-a29c-261c72eb7147,5100
018a932f-2f2c-796b-bf52-1321390d81d4,8801
018a932f-2fc0-79fa-b18d-013fac01db6a,6059
018a932f-3007-7a43-aae3-88e1e566f098,6000
018a932f-30c4-7ad2-a7b3-87f14d1061a9,6546
018a932f-3114-7b22-a287-a134ef3d9629,6625
018a932f-3166-7b72-9624-8db6a502bd80,6506
018a932f-32d9-7c9e-9230-d71bf4c4bf2d,0699
018a932f-3567-7f05-ac5c-c5c2b4c54d7a,7785
018a932f-35af-7f4d-9d64-03fa7eb327ac,7708
018a932f-3603-7f95-8d5e-2f0ca4b2fc79,6546
018a932f-364f-7fdd-8cda-0f5176e6bef7,7530
018a932f-36d4-7023-acbb-857404d236ca,0699
018a932f-373d-706b-b71e-aed85520ab74,7130
018a932f-38f1-71e9-b871-7572acb4a231,10020
018a932f-3cb2-7513-ba01-478b8ecb6063,14002
018a932f-3d09-7559-acc9-42941fc8ef5f,0699
018a932f-3d65-759f-a513-b2061a3f3e10,0699
018a932f-3e08-7633-8fad-ef7184768a17,0699
018a932f-3eb1-76c6-98e9-e3453fc9354d,10020
018a932f-40c5-78c6-9b7a-b29fb363c966,7530
018a932f-41b8-79a3-82ca-130189a5559f,5100
018a932f-3377-7d3c-934d-b7d4d48a1bca,6571
018a932f-3422-7dd5-bbeb-0d34c7ef90a5,6546
018a932f-3474-7e24-8ebc-b9b2b9b63dfe,6546
018a932f-34c1-7e75-8bda-70f23d488aea,6571
018a932f-350f-7ebf-a9f8-175dd27114c7,6506
018a932f-383a-7152-99d6-d154e27c968a,7580
018a932f-38a3-71a2-af84-a782a1601fb0,6850
018a932f-3949-7231-aae4-c09e491facc0,10020
018a932f-3990-727e-bc50-31dc07a1603a,10020
018a932f-39ed-72c6-9d65-eb6ccde4c2ea,10020
018a932f-3a42-7314-8cb2-96d4e9b535d4,13001
018a932f-3a90-735d-9b3f-481fcf9a29ea,10020
018a932f-3ae2-73a5-9151-2be4a6873b82,0952
018a932f-3b71-73ec-846e-e09cf696b609,13001
018a932f-3bb7-7434-8349-93d002894cbe,10019
018a932f-3c56-74cb-8184-cc629740aa7a,10020
018a932f-3db1-75ed-b30e-6d581e683885,10020
018a932f-3e59-7681-8b7c-d67bd0598b75,22001
018a932f-3ef9-770e-8524-9c803eab64b8,10020
018a932f-3f47-779f-b98d-2124e8e1b64e,00000
018a932f-3fa6-77e7-b595-74a05a6d2606,0952
018a932f-416e-795d-98c3-9fdf0b596cd1,5247
018a932f-420f-79e9-a8b7-a878ef3314d6,5100
018a932f-425c-7a2f-b716-165bda10e200,0699
018a932f-44d9-7c40-b795-c1a8711128a2,5201
018a932f-45fc-7d66-b24b-7910aa6fdbbc,0699
018a932f-4647-7dac-b683-30959049bb2d,0699
018a932f-469d-7df2-b674-e20334f0c5df,0699
018a932f-4749-7e88-8979-4ff2a68ff3cd,0699
018a932f-4aa8-7133-b441-5ff085ba27ea,7975
018a932f-4b9e-7214-8845-da6b48be9a98,4001
018a932f-4e39-73dc-a991-b359ca32a571,10019
018a932f-4e90-7422-8ce6-e1b41752d784,0699
018a932f-4ed9-7468-be78-67bba329ee2f,0699
018a932f-4f2b-74b1-8256-1720f8868073,4068
018a932f-42ff-7ac6-879f-d221a8552ef1,9301
018a932f-43dd-7b57-b303-363928601ccd,0960
018a932f-4433-7ba8-b3da-2e64d7b93615,0960
018a932f-447f-7bf7-9bca-c36311e9de29,5247
018a932f-453f-7c8e-ae27-4035942461ed,5219
018a932f-4592-7d20-a6a8-0afb6add13f8,00000
018a932f-479f-7ed1-ae1c-3b79273e06a1,1201
018a932f-4899-7fba-9eea-4631c207c771,1739
018a932f-48e6-700a-8872-ce0d86dac3ad,1739
018a932f-4938-7053-bf18-0231e509570d,1739
018a932f-4a11-70ec-9117-10c0050b6886,2092
018a932f-4afe-717a-b29e-21d351fb70a2,7764
018a932f-4b4e-71cc-94ed-f7ea701bec60,7785
018a932f-4bf8-7261-b270-8a7a53aa6f87,0699
018a932f-4c94-72a7-86b8-3ea3e790f928,8000
018a932f-4d9c-7346-a44d-b14c3f89bb57,6506
018a9335-7ad1-716b-b8c6-8c5b495306e2,6045
018a932f-4f73-74ff-a0c4-ccf0035327ed,10020
018a932f-4fdb-754e-a6fa-acda6a13684f,7750
018a932f-5030-7598-8164-d837bfae8847,6970
018a932f-508d-75e8-82dc-b3572433d0c5,3100
018a932f-50dc-7637-b608-3873665ccee7,3370
018a932f-517e-76ce-874a-18c7e04c184c,6506
018a932f-5511-7a16-b9b6-3298d2029f63,3370
018a932f-5689-7b3c-add7-de855ce4c884,4001
018a932f-5775-7c18-8d72-ec090b46bbe4,0699
018a932f-58cb-7d3c-a29e-97ff624c98c9,0699
018a932f-5bfb-7040-9568-d9ca05c5ba2c,3250
018a932f-5ca7-70d6-9aaa-94ab2c6ca68e,4700
018a932f-5d3c-7163-9960-c15edd88b943,4052
018a932f-60e1-73c0-b7c3-89d98516a645,3201
018a932f-521a-7766-bad4-effa47b1dd9f,10020
018a932f-526e-77b4-bf02-27137250bad7,10020
018a932f-541f-793d-b867-4202f5eb3bd5,4449
018a932f-5474-7985-8736-a6ac70b65d37,3100
018a932f-54c3-79ce-ae36-19cd4f2a917f,2940
018a932f-55df-7aae-abea-a147dfb10ff7,3290
018a932f-563d-7af6-bc53-792c19559743,3290
018a932f-5725-7bd2-a5ac-11eaa418b08a,4000
018a932f-5810-7cad-9f25-cbe789146a21,4001
018a932f-5866-7cf6-90d4-2a94d3de23b2,4001
018a932f-5964-7dd5-b5f1-6240ec134a34,3201
018a932f-5a0f-7e6b-83f9-4743e49f7253,3370
018a932f-5b5c-7faa-8344-f396cee2c234,3100
018a932f-5c4c-7090-b779-14a70ce780db,3209
018a932f-5cf6-711d-bb6b-5b8040197bb7,2940
018a932f-5f2d-7299-87e7-d2cd768f5590,3815
018a932f-5f79-72e1-a8f3-9c20d12d8b50,4730
018a932f-5ff5-7330-a743-d1393aae3dad,3815
018a932f-6086-7378-a7d1-f56d877dcfd7,4004
018a932f-62da-758b-a5f5-f11731ee6719,0699
018a932f-6321-75d3-962e-c7c577368692,4051
018a932f-6516-779f-98e2-5c63bdc9dc69,3900
018a932f-6561-77e7-bfa8-6659979a9150,4000
018a932f-66fd-7915-b7b0-b1d89604df46,4001
018a932f-674a-795b-b7e2-9988e954bf18,4001
018a932f-689b-7a8c-94ee-89b70cc96113,3630
018a932f-6f5c-70df-b733-aed17c923d67,6000
018a932f-6fb1-7125-9376-186caab6c346,5100
018a932f-623f-74f1-afcd-4876cd646449,3900
018a932f-641b-76bb-a74a-c4acfef64918,3815
018a932f-6472-770c-86f0-c4980898a203,4180
018a932f-64c4-7756-bc47-57ec8a7b73e3,4001
018a932f-65aa-7836-8ee7-69c2ed2254c5,4265
018a932f-660d-787e-a13e-9b7b7f37b210,4265
018a9330-2d72-7edb-a096-d9b7fcd9ea70,7441
018a9336-ab33-7904-ab49-a6afeaf88f2c,2118
018a932f-6948-7b23-bf6b-4dde423463e0,3201
018a932f-6991-7b73-a767-2715daecf825,4960
018a932f-69e3-7bc4-be33-5e0302953331,6546
018a932f-6a3e-7c0e-8419-99cdeb241480,3900
018a932f-6ad7-7cba-aefd-b2949c95ae3f,10101
018a932f-6b8f-7d72-bed0-faeb65c31fc7,10101
018a932f-6be3-7dcc-8be8-da9d9067ee03,10101
018a932f-6c33-7e29-8930-ab07f0431f78,10101
018a932f-6c8f-7e86-b023-214ef416a63d,10101
018a932f-6ce6-7ed6-87da-51eb0970b886,0318
018a932f-6d38-7f1f-b015-fcc964617c34,0318
018a932f-6d90-7f66-ab49-9a2dcb89586b,2000
018a932f-6e74-704b-adec-a291c7ae76ef,6017
018a932f-6ec0-7099-b314-3c8a423ecbf7,6017
018a932f-7002-716e-b501-3f88f3806fb1,9732
018a932f-7056-71be-8b33-d2e9c3c5d34c,9700
018a932f-7314-73d1-bbc9-6552f8d6d16c,7784
018a932f-7706-778d-92ac-e3e31f66be4c,0699
018a932f-78ad-78b8-95b5-bc833dd27a4c,0699
018a932f-7bae-7b6c-8b29-738c69a361bc,9460
018a932f-7f34-7ea2-9564-f73f98e84f7c,9301
018a932f-7129-725d-964e-f7a0137b7a09,7349
018a932f-721c-72ee-842d-1bdeaf06b4e1,3838
018a932f-735f-7421-9593-7660128f0a7a,7299
018a932f-73e5-7469-b965-2ad510ac1094,3630
018a932f-7465-74b2-b78c-5eba69110871,2735
018a932f-74bc-74f5-99da-9a0a4dacbd95,00000
018a932f-7514-7587-9aa7-33357aaeed47,00000
018a932f-7565-7617-b5ae-232e926d45df,00000
018a932f-75c8-7666-9649-8433da5fc743,5320
018a932f-7668-76fe-a419-ea652ee31a27,0300
018a932f-76c0-7747-9666-fd0d4f711e48,0300
018a932f-7766-77d5-bbaf-8dfeb1f7d96f,8580
018a932f-77c1-7825-9d55-308e727d1f50,2940
018a9334-84d1-7ed1-a08a-e827c3b3a407,2113
018a932f-7907-78fc-ba99-366f95dfbdce,00000
018a932f-795c-7959-8b10-48f2ecd89ce3,10101
018a932f-79b3-79a8-909c-b0fe9b89acb0,14002
018a932f-7a57-7a46-b2bb-93ab4f6de6d4,10019
018a932f-7ab8-7a8d-b7db-bb81334d4b81,23001
018a932f-7b0b-7ad5-bf48-ecc4b6624630,9301
018a932f-7b5a-7b24-8d17-e6edfdf8db54,9301
018a932f-7c05-7bb3-aa1c-bd3db7ffa680,9680
018a932f-7c67-7c03-8801-32ff0c4f7728,8301
018a932f-7cb7-7c52-a138-0e81e63b73a0,9499
018a932f-7d5e-7ce9-96ea-886adf99af84,9460
018a932f-7da6-7d39-810d-e8c27f16aeb3,9745
018a932f-7dfc-7d82-a5d6-7241d558e711,9701
018a932f-7e47-7dca-81bb-939085d44ba3,9301
018a932f-7e9b-7e11-b3b3-2c3bed011072,9744
018a932f-7eeb-7e59-afe6-76e83329d809,9306
018a932f-7fdd-7f3a-b37f-29311da34c0c,8301
018a932f-8035-7f89-851f-f2e0efe3b490,8301
018a932f-81db-70b9-8c1e-15b0ea0befba,9301
018a932f-827d-7150-a07e-1a5218d2fa06,0699
018a932f-8321-71e6-beb9-baf3e145d910,9301
018a932f-83be-727c-b6b4-5e4c8e9e64d6,9810
018a932f-8552-73a0-9082-a67d2f5a448a,9480
018a932f-8650-747f-b1b9-f8fc19d7015b,0699
018a932f-8754-7566-96a9-a805753c25e7,0699
018a932f-8c1d-78eb-b6f5-4f15e5c42ca9,0699
018a932f-8ccc-797f-9370-928fa38439e9,0699
018a932f-b0c8-76a6-9730-67b7bf8f57c2,9499
018a932f-8188-7071-86b4-09ebcf874951,9301
018a932f-8372-7236-ada0-c52fd5ed1e17,9301
018a932f-8415-72c4-baac-3fb63ff64c09,9670
018a932f-8463-730b-be79-eab629983697,9445
018a932f-84d9-735a-845d-73bb27cd88b9,9660
018a932f-85a8-73f0-b9d1-1bbce0bc5804,9830
018a932f-86ad-74cf-87ea-4195c6bd48f6,9499
018a9330-7cbf-72da-bc89-0b09c4dd4e8c,2194
018a9335-9d4c-7477-83ca-a4389365c8b9,2118
018a932f-88bd-7645-b5d6-d83b740c1647,9460
018a932f-8923-7696-bc1a-b55455f232f6,9700
018a932f-8985-76e5-8a45-17a95f54abbf,9732
018a932f-89d6-7735-bfbd-e6d5eb51c61b,9750
018a932f-8ad3-77cc-82e9-b5c8858345ca,9745
018a932f-8b24-7815-a42c-e1bc4c9aa8a5,8301
018a932f-8b7b-785d-873a-9d23a4d1e488,8530
018a932f-8bcc-78a5-bbec-957625628ba1,9420
018a932f-8c73-7939-be7f-616574f15385,2660
018a932f-8d13-79ce-96df-aa3a15fba463,8301
018a932f-8db6-7a6d-907f-72c3a0e65476,8570
018a932f-8e17-7ab5-82d3-46aca1971fd5,2680
018a932f-8e66-7aff-aa24-26cb1a38752d,8570
018a932f-8eb2-7b47-b2d3-e5b69198417a,2000
018a932f-8f04-7b8f-9a4d-b75f101719bc,2191
018a932f-8f58-7bd9-b751-3933a1be92d1,2001
018a932f-901c-7c6a-86ec-b046ccf008a3,1984
018a932f-927b-7e7d-846b-3c17a767a049,4001
018a932f-96f4-722e-8f0a-2aeb04f03e5c,2001
018a932f-999c-743d-99dc-0e38e63001ec,2001
018a932f-99fa-7486-98ac-3589b084a12f,2001
018a932f-9c86-7646-8a1f-bf4fb32081ed,1868
018a932f-9e76-780d-9121-a5525a9c5b46,2193
018a932f-9ec5-7853-8ff0-b7661fdb6126,0699
018a932f-9fbe-7931-b651-b40f174139e2,0699
018a932f-a060-79c7-8f3d-cfc04e29f3e1,0699
018a932f-912f-7d55-a524-08abfea8f845,1520
018a932f-9181-7da3-b96e-b0313dab6eff,6705
018a932f-91df-7df1-869a-9c9b63df0543,5829
018a932f-922d-7e37-b83b-81ef103e3d7f,1827
018a932f-930e-7ec5-b128-09ffac980e79,2302
018a932f-93b8-7f5b-9abf-4912fea52f8c,0152
018a932f-940d-7faa-aed2-abaafe4ce49a,0152
018a932f-945b-7fd9-bc9d-9e210bf91a79,00621
018a932f-9500-7067-b9cd-411e7cb6d711,0118
018a932f-954c-70b8-8bf4-e05d01b74132,0737
018a932f-95f5-714f-960a-71778695d5d1,1841
018a932e-f453-73df-888b-01dfd11594d7,7530
018a932f-9796-72c5-9419-3dd91607e812,2118
018a932f-97e4-730d-9026-eccc875ee423,2118
018a932f-9867-7355-9fee-fb6c3ea3d0ba,0147
018a932f-98f0-73a5-8671-ee2eb78734e5,0147
018a932f-994d-73f5-ad0d-2c997319bdad,1618
018a932f-9a48-74d7-886c-bda4e4f451da,2090
018a932f-9b72-75b6-bc90-1d02ffd271c4,2940
018a932f-9c32-75fe-ab49-d62db704bfb3,1868
018a932f-9d2c-76dc-8064-5a84ba1046bf,2007
018a932f-9d80-772b-aaea-9a78d2cce981,1827
018a932f-9dd2-7774-8520-5ce004fcd076,1827
018a932f-9f12-789b-b419-d60ceda977da,2194
018a932f-a00b-7981-b0d9-7e553daa1e5d,5320
018a932f-a16b-7aa5-8eac-5378a3e41cdf,0699
018a932f-a1b1-7aeb-97f1-078052781f5e,2190
018a932f-a20e-7b33-a5f4-68d0495fc300,2196
018a932f-a2ac-7bc8-b69a-e5e5da29cfdb,0699
018a932f-a304-7c0e-baf5-ad3ad5a47d9f,0699
018a932f-a355-7c54-b4de-796f6c91d6db,0699
018a932f-a3fb-7ce9-bffe-f85944a058b3,0699
018a932f-a4d4-7d77-b74c-0eac4a341f13,0699
018a932f-a528-7dbd-8df6-3f0e4919bb2e,0699
018a932f-a57b-7e03-bcb5-4daa25675388,0699
018a932f-a5c3-7e49-8ef8-a1d261894161,0699
018a932f-a6c5-7f2e-af09-b85afb63fbe7,0699
018a932f-aa22-71d2-b9d1-f972f73e7315,0699
018a932f-aa78-7218-a4c2-de960350f4c7,0699
018a932f-ab71-72f9-98fa-d88c73f021ce,2194
018a932f-ac55-736e-8ead-25bb2910b452,9866
018a932f-aca7-73b4-a450-f43d73a2a5fe,9866
018a932f-aed9-7576-acd1-f4524824d5ba,1739
018a932f-a3a6-7ca3-82f1-b8f622079cad,2191
018a932f-a487-7d31-8953-c154fbf24c86,2091
018a932f-a76c-7fc6-8d1d-fa6424fb5a0d,2118
018a9332-3474-78a0-b5e8-29a683fe62fa,2194
018a932f-a903-70fb-b024-c1e59cc7e89d,2007
018a932f-a966-7143-8cb9-88fd264774fd,2091
018a932f-a9b6-718c-9d8c-51d3ad5547b7,1459
018a932f-aacc-7260-898c-05467aef2040,1735
018a932f-abe8-7328-8bd6-9b4a76495d33,00621
018a932f-ad01-7403-bf28-7cc593a41e32,6001
018a932f-ae32-74e3-8785-3c65b0595382,H100
018a932f-ae88-752f-9791-e6c15d9c0549,10020
018a932f-affa-7610-8ea6-06a3faf510b6,0510
018a932f-b06b-7660-b315-ac19a5429ac7,0082
018a932f-b127-76ec-a301-418f25e4526c,8000
018a932f-b594-7a8a-81dd-f89dcf356f4e,10020
018a932f-b814-7c89-b750-f8fa146f3729,13001
018a932f-bf8e-72c1-856e-b86e6792697e,1459
018a932f-c0b7-73a8-ba29-12a624005cbb,2001
018a932f-b1df-777d-b029-e518b17029b5,0046
018a932f-b286-780e-a978-a4b5d7d32748,1201
018a932f-b2d7-7856-b40d-b669d16a2c76,4001
018a932f-b32d-789f-b8c1-c5fed5a5905c,1034
018a932f-b37b-78e7-b8d8-5aa40376620a,2037
018a932f-b550-7a43-9daa-5b3f1fc2f3cc,1
018a932f-b5f2-7ace-a7b1-ed3f5ed9fd40,H100
018a932f-b641-7b1e-aa45-6cd0d96a4c20,2570
018a932f-b6ca-7b66-a525-e0575d94729b,2570
018a932f-b71c-7bb5-87a0-d8b626e47f81,2570
018a932f-b772-7bfd-94d6-85c44bfa051a,1947
018a932f-b7bd-7c44-bdf2-feff12c2fcf4,0046
018a932f-b8b3-7d20-9e85-dda25d9c2ccc,0480
018a932f-b90d-7d68-8723-60216ee7b231,2499
018a932f-b96b-7db0-b510-6dc65d8368a2,1984
018a932f-b9c0-7dff-88b9-4a23b224c23d,0536
018a932f-ba20-7e4d-a9f2-b3f036ab85fa,1050
018a932f-ba79-7e9c-a89a-e6bd0af7256d,8460
018a932f-bb8b-7f7a-a0da-87f7745ff9ea,1548
018a932f-035a-7151-8db1-b958a51db018,7764
018a932f-bc85-7068-901d-a6136368618f,1551
018a932f-bcda-70b0-a974-50b84c268ec4,1739
018a932f-bd30-7101-a73c-23cd5fdeb1eb,1559
018a932f-bd86-714b-9f77-476ba98782a8,1548
018a932f-be30-71e2-869c-5682cd3c9dba,1609
018a932f-be82-7231-ba31-8e6d9c9f3b7a,1609
018a932f-bed9-7279-b92c-e33011e5cffb,2351
018a932f-c011-7310-b43d-144015aa1293,2001
018a932f-c124-73ee-bc92-35a82edece93,1185
018a932f-c184-7434-a5f6-3c716ce099e2,0699
018a932f-c2a1-750a-8c68-119dbbbf7f03,0699
